sample,run_accession,instrument_platform,fastq_1,fastq_2,fasta
232,SRR8482134,ILLUMINA,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286982_SRR8482134_1.fastq.gz,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286982_SRR8482134_2.fastq.gz,
233,SRR8482133,ILLUMINA,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286983_SRR8482133_1.fastq.gz,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286983_SRR8482133_2.fastq.gz,
234,SRR8482132,ILLUMINA,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286984_SRR8482132_1.fastq.gz,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286984_SRR8482132_2.fastq.gz,
235,SRR8482131,ILLUMINA,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286985_SRR8482131_1.fastq.gz,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286985_SRR8482131_2.fastq.gz,
236,SRR8482130,ILLUMINA,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286986_SRR8482130_1.fastq.gz,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286986_SRR8482130_2.fastq.gz,
237,SRR8482129,ILLUMINA,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286987_SRR8482129_1.fastq.gz,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286987_SRR8482129_2.fastq.gz,
238,SRR8482128,ILLUMINA,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286988_SRR8482128_1.fastq.gz,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286988_SRR8482128_2.fastq.gz,
239,SRR8482127,ILLUMINA,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286989_SRR8482127_1.fastq.gz,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286989_SRR8482127_2.fastq.gz,
240,SRR8482126,ILLUMINA,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286990_SRR8482126_1.fastq.gz,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286990_SRR8482126_2.fastq.gz,
241,SRR8482125,ILLUMINA,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286991_SRR8482125_1.fastq.gz,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286991_SRR8482125_2.fastq.gz,
242,SRR8482124,ILLUMINA,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286992_SRR8482124_1.fastq.gz,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286992_SRR8482124_2.fastq.gz,
243,SRR8482123,ILLUMINA,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286993_SRR8482123_1.fastq.gz,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286993_SRR8482123_2.fastq.gz,
244,SRR8482122,ILLUMINA,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286994_SRR8482122_1.fastq.gz,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286994_SRR8482122_2.fastq.gz,
245,SRR8482121,ILLUMINA,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286995_SRR8482121_1.fastq.gz,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286995_SRR8482121_2.fastq.gz,
246,SRR8482120,ILLUMINA,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286996_SRR8482120_1.fastq.gz,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286996_SRR8482120_2.fastq.gz,
247,SRR8482119,ILLUMINA,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286997_SRR8482119_1.fastq.gz,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286997_SRR8482119_2.fastq.gz,
248,SRR8482118,ILLUMINA,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286998_SRR8482118_1.fastq.gz,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286998_SRR8482118_2.fastq.gz,
249,SRR8482117,ILLUMINA,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286999_SRR8482117_1.fastq.gz,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5286999_SRR8482117_2.fastq.gz,
250,SRR8482116,ILLUMINA,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5287000_SRR8482116_1.fastq.gz,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5287000_SRR8482116_2.fastq.gz,
251,SRR8482115,ILLUMINA,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5287001_SRR8482115_1.fastq.gz,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5287001_SRR8482115_2.fastq.gz,
252,SRR8482114,ILLUMINA,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5287002_SRR8482114_1.fastq.gz,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5287002_SRR8482114_2.fastq.gz,
253,SRR8482113,ILLUMINA,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5287003_SRR8482113_1.fastq.gz,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5287003_SRR8482113_2.fastq.gz,
254,SRR8482112,ILLUMINA,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5287004_SRR8482112_1.fastq.gz,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5287004_SRR8482112_2.fastq.gz,
255,SRR8482173,ILLUMINA,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5287005_SRR8482173_1.fastq.gz,/project/60005/mdprieto/cf_seed_2023/raw_data/cf_data/fastq/SRX5287005_SRR8482173_2.fastq.gz,
